x_m,y_m,w_tr_right_m,w_tr_left_m
3.114891,-12.838033,1.250000,1.250000
3.023054,-12.798605,1.250000,1.250000
2.933045,-12.755164,1.250000,1.250000
2.844833,-12.708178,1.250000,1.250000
2.757885,-12.658892,1.250000,1.250000
2.671531,-12.608570,1.250000,1.250000
2.585065,-12.558441,1.250000,1.250000
2.497814,-12.509693,1.250000,1.250000
2.409547,-12.462810,1.250000,1.250000
2.320314,-12.417794,1.250000,1.250000
2.230162,-12.374645,1.250000,1.250000
2.139145,-12.333354,1.250000,1.250000
2.047313,-12.293907,1.250000,1.250000
1.954718,-12.256286,1.250000,1.250000
1.861410,-12.220470,1.250000,1.250000
1.767439,-12.186433,1.250000,1.250000
1.672852,-12.154145,1.250000,1.250000
1.577696,-12.123574,1.250000,1.250000
1.482017,-12.094685,1.250000,1.250000
1.385856,-12.067440,1.250000,1.250000
1.289255,-12.041798,1.250000,1.250000
1.192254,-12.017718,1.250000,1.250000
1.094888,-11.995156,1.250000,1.250000
0.997192,-11.974068,1.250000,1.250000
0.899199,-11.954407,1.250000,1.250000
0.800939,-11.936127,1.250000,1.250000
0.702440,-11.919181,1.250000,1.250000
0.603728,-11.903522,1.250000,1.250000
0.504828,-11.889102,1.250000,1.250000
0.405761,-11.875873,1.250000,1.250000
0.306548,-11.863789,1.250000,1.250000
0.207208,-11.852802,1.250000,1.250000
0.107757,-11.842866,1.250000,1.250000
0.008210,-11.833935,1.250000,1.250000
-0.091417,-11.825962,1.250000,1.250000
-0.191114,-11.818904,1.250000,1.250000
-0.290868,-11.812716,1.250000,1.250000
-0.390671,-11.807354,1.250000,1.250000
-0.490512,-11.802775,1.250000,1.250000
-0.590384,-11.798937,1.250000,1.250000
-0.690281,-11.795798,1.250000,1.250000
-0.790197,-11.793319,1.250000,1.250000
-0.890126,-11.791457,1.250000,1.250000
-0.990064,-11.790175,1.250000,1.250000
-1.090007,-11.789433,1.250000,1.250000
-1.189953,-11.789193,1.250000,1.250000
-1.289899,-11.789417,1.250000,1.250000
-1.389843,-11.790069,1.250000,1.250000
-1.489784,-11.791111,1.250000,1.250000
-1.589720,-11.792508,1.250000,1.250000
-1.689652,-11.794224,1.250000,1.250000
-1.789578,-11.796223,1.250000,1.250000
-1.889499,-11.798472,1.250000,1.250000
-1.989415,-11.800935,1.250000,1.250000
-2.089326,-11.803578,1.250000,1.250000
-2.189234,-11.806368,1.250000,1.250000
-2.289138,-11.809270,1.250000,1.250000
-2.389040,-11.812250,1.250000,1.250000
