x_m,y_m,w_tr_right_m,w_tr_left_m
-5.864000,3.398077,0.6361,0.6428
-5.814000,3.372630,0.6397,0.6393
-5.764000,3.347337,0.6421,0.6407
-5.714000,3.323824,0.6377,0.6452
-5.664000,3.300507,0.6382,0.6541
-5.614000,3.275802,0.6423,0.6605
-5.564000,3.251338,0.6514,0.6666
-5.514000,3.225061,0.6637,0.6789
-5.464000,3.200640,0.6817,0.6693
-5.414000,3.174406,0.6836,0.6628
-5.364000,3.150029,0.6823,0.6594
-5.314000,3.125456,0.6845,0.6495
-5.264000,3.100697,0.6829,0.6406
-5.214000,3.074147,0.6834,0.6380
-5.164000,3.049475,0.6818,0.6387
-5.114000,3.023012,0.6824,0.6459
-5.064000,2.998428,0.6809,0.6562
-5.014000,2.972052,0.6816,0.6640
-4.964000,2.945491,0.6868,0.6634
-4.914000,2.920351,0.6977,0.6656
-4.864000,2.895024,0.7014,0.6638
-4.814000,2.869524,0.6999,0.6664
-4.764000,2.843860,0.7004,0.6649
-4.714000,2.820106,0.7004,0.6658
-4.664000,2.794617,0.7010,0.6642
-4.614000,2.771081,0.7013,0.6530
-4.564000,2.747470,0.7035,0.6433
-4.514000,2.721751,0.7019,0.6401
-4.464000,2.696000,0.7022,0.6419
-4.414000,2.670226,0.7005,0.6486
-4.364000,2.643995,0.7005,0.6605
-4.314000,2.618933,0.6993,0.6669
-4.264000,2.593456,0.7000,0.6652
-4.214000,2.565981,0.6967,0.6570
-4.164000,2.538582,0.6958,0.6508
-4.114000,2.511271,0.6924,0.6494
-4.064000,2.484058,0.6919,0.6529
-4.014000,2.456953,0.6885,0.6612
-3.964000,2.431586,0.6898,0.6726
-3.914000,2.404307,0.6862,0.6799
-3.864000,2.377192,0.6860,0.6798
-3.814000,2.350252,0.6825,0.6696
-3.764000,2.323496,0.6828,0.6635
-3.714000,2.296938,0.6795,0.6621
-3.664000,2.270139,0.6799,0.6658
-3.614000,2.244728,0.6776,0.6641
-3.564000,2.219120,0.6791,0.6667
-3.514000,2.191732,0.6837,0.6668
-3.464000,2.166256,0.6945,0.6568
-3.414000,2.140659,0.6976,0.6490
-3.364000,2.114975,0.6958,0.6461
-3.314000,2.087620,0.6950,0.6496
-3.264000,2.060221,0.6915,0.6558
-3.214000,2.034407,0.6922,0.6425
-3.164000,2.008592,0.6900,0.6340
-3.114000,1.982810,0.6908,0.6304
-3.064000,1.957093,0.6887,0.6317
-3.014000,1.929858,0.6883,0.6394
-2.964000,1.904796,0.6866,0.6500
-2.914000,1.878259,0.6869,0.6665
-2.864000,1.851875,0.6840,0.6683
-2.814000,1.827271,0.6861,0.6603
-2.764000,1.800799,0.6911,0.6587
-2.714000,1.776151,0.7021,0.6602
-2.662383,1.751297,0.7076,0.6661
-2.611192,1.727884,0.7086,0.6756
-2.560405,1.702287,0.7095,0.6591
-2.509999,1.674539,0.7044,0.6478
-2.459953,1.646715,0.6903,0.6417
-2.410245,1.620889,0.6826,0.6391
-2.360854,1.595031,0.6792,0.6416
-2.311757,1.568725,0.6799,0.6493
-2.262933,1.539941,0.6829,0.6490
-2.214360,1.512370,0.6914,0.6486
-2.166016,1.484428,0.6912,0.6533
-2.117879,1.456596,0.6865,0.6628
-2.069927,1.428905,0.6845,0.6621
-2.022140,1.401388,0.6869,0.6619
